Company Name,Company overview,Company industry,Our key skills,combined_text,preprocessed_text
SourceCode,"A team of developers and consultants with decades of experience in web and software development
 SourceCode Australia was founded in 2003, and has worked with hundreds of clients since it's foundation. We are 100% Australian-owned, operated and located in Sydney, Australia and while we are committed to fostering local talent we also service national and international clients. 
 Company Mission: Empowering our diverse team through a culture of mutual respect and collaboration, we are dedicated to harnessing our collective talents to craft innovative solutions that reshape industries, all while fostering an environment of unity and growth
 Company Vision: Pioneering a future where technology bridges gaps and enhances lives, our vision is to lead as a unifying force, leveraging cutting-edge solutions to create a harmonious world while fostering a culture of inclusivity and shared success.
 Core Values: At the core of  source[code],  we are driven by a commitment to blend innovation with collaboration, creating a seamless synergy that not only produces exceptional software solutions but also nurtures a unified team dedicated to fostering respect and shared achievement.
 Company Culture: Inclusion and Diversity, Transparency, Innovation ,Flexibility",Software Development Outsourcing,"Skills We Use
NodeJS
JavaScript
React Native
ReactJS
Python
AWS
JavaScript frameworks (NodeJs, ReactJs, Next Js, Nest Js, React Native)
Python
Unit Testing framework (example: jest)
CSS Framework (example: Bootstrap, MUI, Tailwind)
Typescript
GraphQL
Restful API
MongoDB
SQL (MSSQL, Postgres)
NoSQL (Redis)
Microservices
Docker and cloud-based infrastructure setup (AWS)","A team of developers and consultants with decades of experience in web and software development
 SourceCode Australia was founded in 2003, and has worked with hundreds of clients since it's foundation. We are 100% Australian-owned, operated and located in Sydney, Australia and while we are committed to fostering local talent we also service national and international clients. 
 Company Mission: Empowering our diverse team through a culture of mutual respect and collaboration, we are dedicated to harnessing our collective talents to craft innovative solutions that reshape industries, all while fostering an environment of unity and growth
 Company Vision: Pioneering a future where technology bridges gaps and enhances lives, our vision is to lead as a unifying force, leveraging cutting-edge solutions to create a harmonious world while fostering a culture of inclusivity and shared success.
 Core Values: At the core of  source[code],  we are driven by a commitment to blend innovation with collaboration, creating a seamless synergy that not only produces exceptional software solutions but also nurtures a unified team dedicated to fostering respect and shared achievement.
 Company Culture: Inclusion and Diversity, Transparency, Innovation ,Flexibility Software Development Outsourcing Skills We Use
NodeJS
JavaScript
React Native
ReactJS
Python
AWS
JavaScript frameworks (NodeJs, ReactJs, Next Js, Nest Js, React Native)
Python
Unit Testing framework (example: jest)
CSS Framework (example: Bootstrap, MUI, Tailwind)
Typescript
GraphQL
Restful API
MongoDB
SQL (MSSQL, Postgres)
NoSQL (Redis)
Microservices
Docker and cloud-based infrastructure setup (AWS)",team developers consultants decades experience web software development sourcecode australia founded worked hundreds clients foundation australianowned operated located sydney australia committed fostering local talent service national international clients mission empowering diverse team culture mutual respect collaboration dedicated harnessing collective talents craft innovative solutions reshape industries fostering environment unity growth vision pioneering future technology bridges gaps enhances lives vision lead unifying force leveraging cuttingedge solutions create harmonious world fostering culture inclusivity shared success core values core sourcecode driven commitment blend innovation collaboration creating seamless synergy produces exceptional software solutions nurtures unified team dedicated fostering respect shared achievement culture inclusion diversity transparency innovation flexibility software development outsourcing use nodejs javascript react native reactjs python aws javascript frameworks nodejs reactjs js nest js react native python unit testing framework example jest css framework example bootstrap mui tailwind typescript graphql restful api mongodb sql mssql postgres nosql redis microservices docker cloudbased infrastructure setup aws
Spartan Dev Inc,"Work Smart Play Hard - We actively integrate technologies into our solutions.
Welcome to Spartan, the pioneering technology solution company empowering startups on their path to profitability. We prioritize the growth and success of our top-notch engineers, leveraging the benefits of remote work to deliver exceptional results while optimizing costs. 
At Spartan, we offer a comprehensive range of services tailored to meet the diverse needs of startups, established enterprises, and so on. Our core expertise lies in five primary areas: 
🚀 Mobile App Development 
🚀 Web Development 
🚀 AI/ML Development 
🚀 Backend development 
🚀 Cloud Solutions 
🚀 Emerging Technologies 
With a robust tech stack that spans from infrastructure to backend and frontend development, we possess the necessary tools and expertise to tackle complex projects. Furthermore, we actively integrate emerging technologies such as AI integration, IoT, and real-time streaming data into our solutions. These technological advancements enable us to deliver exceptional results and stay at the forefront of innovation.",IT Services and IT Consulting,,"Work Smart Play Hard - We actively integrate technologies into our solutions.
Welcome to Spartan, the pioneering technology solution company empowering startups on their path to profitability. We prioritize the growth and success of our top-notch engineers, leveraging the benefits of remote work to deliver exceptional results while optimizing costs. 
At Spartan, we offer a comprehensive range of services tailored to meet the diverse needs of startups, established enterprises, and so on. Our core expertise lies in five primary areas: 
🚀 Mobile App Development 
🚀 Web Development 
🚀 AI/ML Development 
🚀 Backend development 
🚀 Cloud Solutions 
🚀 Emerging Technologies 
With a robust tech stack that spans from infrastructure to backend and frontend development, we possess the necessary tools and expertise to tackle complex projects. Furthermore, we actively integrate emerging technologies such as AI integration, IoT, and real-time streaming data into our solutions. These technological advancements enable us to deliver exceptional results and stay at the forefront of innovation. IT Services and IT Consulting ",work smart play hard actively integrate technologies solutions welcome spartan pioneering technology solution empowering startups path profitability prioritize growth success topnotch engineers leveraging benefits remote work deliver exceptional results optimizing costs spartan offer comprehensive range services tailored meet diverse needs startups established enterprises core expertise lies primary areas mobile app development web development aiml development backend development cloud solutions emerging technologies robust tech stack spans infrastructure backend frontend development possess necessary tools expertise tackle complex projects furthermore actively integrate emerging technologies ai integration iot realtime streaming data solutions technological advancements enable deliver exceptional results stay forefront innovation services consulting
SPHINX JSC,"...
Sphinx là một công ty phát triển phần mềm tùy chỉnh tập trung vào các dịch vụ phát triển phần mềm. Chúng tôi cung cấp các dịch vụ phát triển phần mềm chìa khóa trao tay nhằm gia tăng giá trị cho doanh nghiệp của bạn.",IT Services and IT Consulting,,"...
Sphinx là một công ty phát triển phần mềm tùy chỉnh tập trung vào các dịch vụ phát triển phần mềm. Chúng tôi cung cấp các dịch vụ phát triển phần mềm chìa khóa trao tay nhằm gia tăng giá trị cho doanh nghiệp của bạn. IT Services and IT Consulting ",sphinx l mt cng ty pht trin phn mm ty chnh tp trung vo cc dch v pht trin phn mm chng ti cung cp cc dch v pht trin phn mm cha kha trao tay nhm gia tng gi tr cho doanh nghip ca bn services consulting
SSI Securities Corporation,"SSI – A leading Financial Corporation
In December 2021, by the 21st anniversary, SSI Securities was honored in the list of ""Top 100 best places to work in Vietnam"", standing in the ""Top 50 attractive employer brands"" – Vietnamese business sector” and ranked second in the list of “Best Places to Work in Finance” announced by the Employer Branding solution Anphabe.
SSI - A leading and reputable financial institution which has the fastest growth rate in term of charter capital in Vietnam. SSI has always been a gateway for foreign investors and owns its extensive branch network. We also were one of the first in industry applying technology in investment and trading services.
Our strategy is  to become  a Sustainable - Developed Financial Corporation based on the advanced technological foundation.
With big investment on technology and long – term IT project, we believe to offer you a very challenging opportunity.
WE – A team of talented and passionate professionals, with us you will be experienced a strong team spirit, high degrees of openness and innovation, and strong collaboration across fields.
If you’re looking for a creative environment where you have a chance to approach very trendy technologies in Fintech, Join us!",Financial Services,"Our Key Skills
JavaScript
ReactJS
Java
System Engineer
NodeJS
Python","SSI – A leading Financial Corporation
In December 2021, by the 21st anniversary, SSI Securities was honored in the list of ""Top 100 best places to work in Vietnam"", standing in the ""Top 50 attractive employer brands"" – Vietnamese business sector” and ranked second in the list of “Best Places to Work in Finance” announced by the Employer Branding solution Anphabe.
SSI - A leading and reputable financial institution which has the fastest growth rate in term of charter capital in Vietnam. SSI has always been a gateway for foreign investors and owns its extensive branch network. We also were one of the first in industry applying technology in investment and trading services.
Our strategy is  to become  a Sustainable - Developed Financial Corporation based on the advanced technological foundation.
With big investment on technology and long – term IT project, we believe to offer you a very challenging opportunity.
WE – A team of talented and passionate professionals, with us you will be experienced a strong team spirit, high degrees of openness and innovation, and strong collaboration across fields.
If you’re looking for a creative environment where you have a chance to approach very trendy technologies in Fintech, Join us! Financial Services Our Key Skills
JavaScript
ReactJS
Java
System Engineer
NodeJS
Python",ssi leading financial corporation december st anniversary ssi securities honored list best places work vietnam standing attractive employer brands vietnamese business sector ranked second list best places work finance announced employer branding solution anphabe ssi leading reputable financial institution fastest growth rate term charter capital vietnam ssi gateway foreign investors owns extensive branch network industry applying technology investment trading services strategy sustainable developed financial corporation based advanced technological foundation big investment technology long term project believe offer challenging opportunity team talented passionate professionals experienced strong team spirit high degrees openness innovation strong collaboration fields youre looking creative environment chance approach trendy technologies fintech join financial services key javascript reactjs java engineer nodejs python
StarBap Technology Company,"Combining agility, cutting-edge technologies, unique software solutions
Starbap is a team of experienced professionals, who excel at solving various business challenges. We provide end-to-end software solutions and support for your business.",Software Products and Web Services,"Java
Python
.NET
Angular
English
ReactJS
ERP Development & Cloud Service
Web/Mobile Application Development Service
AI/Blockchain Development Service","Combining agility, cutting-edge technologies, unique software solutions
Starbap is a team of experienced professionals, who excel at solving various business challenges. We provide end-to-end software solutions and support for your business. Software Products and Web Services Java
Python
.NET
Angular
English
ReactJS
ERP Development & Cloud Service
Web/Mobile Application Development Service
AI/Blockchain Development Service",combining agility cuttingedge technologies unique software solutions starbap team experienced professionals excel solving various business challenges provide endtoend software solutions support business software products web services java python net angular english reactjs erp development cloud service webmobile application development service aiblockchain development service
Surbana Technologies Pte. Ltd.,"SJ’s actionable insight on building a better future
Surbana Jurong Group is a diverse collective of problem solvers for the built environment, continually reimagining ways to create a smart and sustainable future.
Headquartered in Singapore, the group has a global talent pool of 16,000 in Surbana Jurong and its member companies AETOS, Atelier Ten, B+H, CHIL, KTP, Prostruct, Robert Bird Group, SAA and SMEC, based in more than 120 offices in over 40 countries. They include architects, designers, planners, engineers, facilities managers and other specialists driven by progressive thinking and creative ideas to shape a better future.
Its technical experts deliver sustainable solutions that cover the entire project life cycle from planning and design, through to delivery and management, as well as a full suite of multidisciplinary consultancy services across a diverse range of sectors including transportation, water, aviation, healthcare, hospitality and renewables.
A global urban, infrastructure and managed services consulting firm with over 70 years of track record in successful project delivery, Surbana Jurong has built more than a million homes in Singapore, created master plans in more than 60 countries and developed over 100 industrial parks globally.
The Group is #23 in Engineering News-Record’s 2023 Top 225 International Design Firms, #14 in World Architecture 100 2024, and Asia Pacific FM Technology Provider of the Year 2022, awarded by International Facility Management Association.",IT Services and IT Consulting,"C#
NodeJS
Angular
Database
Android
iOS","SJ’s actionable insight on building a better future
Surbana Jurong Group is a diverse collective of problem solvers for the built environment, continually reimagining ways to create a smart and sustainable future.
Headquartered in Singapore, the group has a global talent pool of 16,000 in Surbana Jurong and its member companies AETOS, Atelier Ten, B+H, CHIL, KTP, Prostruct, Robert Bird Group, SAA and SMEC, based in more than 120 offices in over 40 countries. They include architects, designers, planners, engineers, facilities managers and other specialists driven by progressive thinking and creative ideas to shape a better future.
Its technical experts deliver sustainable solutions that cover the entire project life cycle from planning and design, through to delivery and management, as well as a full suite of multidisciplinary consultancy services across a diverse range of sectors including transportation, water, aviation, healthcare, hospitality and renewables.
A global urban, infrastructure and managed services consulting firm with over 70 years of track record in successful project delivery, Surbana Jurong has built more than a million homes in Singapore, created master plans in more than 60 countries and developed over 100 industrial parks globally.
The Group is #23 in Engineering News-Record’s 2023 Top 225 International Design Firms, #14 in World Architecture 100 2024, and Asia Pacific FM Technology Provider of the Year 2022, awarded by International Facility Management Association. IT Services and IT Consulting C#
NodeJS
Angular
Database
Android
iOS",sjs actionable insight building better future surbana jurong group diverse collective problem solvers built environment continually reimagining ways create smart sustainable future headquartered singapore group global talent pool surbana jurong member companies aetos atelier bh chil ktp prostruct robert bird group saa smec based offices countries include architects designers planners engineers facilities managers specialists driven progressive thinking creative ideas shape better future technical experts deliver sustainable solutions cover entire project life cycle planning design delivery management suite multidisciplinary consultancy services diverse range sectors including transportation water aviation healthcare hospitality renewables global urban infrastructure managed services consulting firm years track record successful project delivery surbana jurong built million homes singapore created master plans countries developed industrial parks globally group engineering newsrecords international design firms world architecture asia pacific fm technology provider year awarded international facility management association services consulting c nodejs angular database android ios
Swisslog Vietnam,"Teamwork are Swisslog core values. Are you ready to shape your future?
You'll find a challenging and inspiring career with us. Swisslog provides you the unique advantage of working in a global organization that provides logistics automation solutions to customers all over the world. 
Diversity of opportunities 
We take pride in our rich diversity. You don't have to fit into a mold at Swisslog. We offer you opportunities to grow and develop every day. We are seeking team members with: strong drive; true commitment; relentless curiosity; the desire to chart their own course; and the passion to deliver innovative solutions through by working with and leading others. 
Swisslog is an Equal Opportunity Employer. As a business with diverse clients all over the world, we want to offer that same diversity in the workplace. 
At Swisslog, we promote a culture of continuous learning and knowledge sharing.  
Leadership Development Program
Product and solution training
Wide variety of individual training",IT Services and IT Consulting,"Skills We Use
J2EE
English
Java
SQL
Agile
Oracle
JAVA J2EE ENGLISH Automation Test JUnit Selenium Maven Jenkins System test Manual test Agile","Teamwork are Swisslog core values. Are you ready to shape your future?
You'll find a challenging and inspiring career with us. Swisslog provides you the unique advantage of working in a global organization that provides logistics automation solutions to customers all over the world. 
Diversity of opportunities 
We take pride in our rich diversity. You don't have to fit into a mold at Swisslog. We offer you opportunities to grow and develop every day. We are seeking team members with: strong drive; true commitment; relentless curiosity; the desire to chart their own course; and the passion to deliver innovative solutions through by working with and leading others. 
Swisslog is an Equal Opportunity Employer. As a business with diverse clients all over the world, we want to offer that same diversity in the workplace. 
At Swisslog, we promote a culture of continuous learning and knowledge sharing.  
Leadership Development Program
Product and solution training
Wide variety of individual training IT Services and IT Consulting Skills We Use
J2EE
English
Java
SQL
Agile
Oracle
JAVA J2EE ENGLISH Automation Test JUnit Selenium Maven Jenkins System test Manual test Agile",teamwork swisslog core values ready shape future youll challenging inspiring career swisslog provides unique advantage working global organization provides logistics automation solutions customers world diversity opportunities pride rich diversity dont fit mold swisslog offer opportunities grow develop day seeking team members strong drive true commitment relentless curiosity desire chart course passion deliver innovative solutions working leading swisslog equal opportunity employer business diverse clients world want offer diversity workplace swisslog promote culture continuous learning knowledge sharing leadership development program product solution training wide variety individual training services consulting use jee english java sql agile oracle java jee english automation test junit selenium maven jenkins test manual test agile
"Synergie Global, LLC","Synergie Global, LLC
SynergieGlobal is a results-driven digital solutions firm with a proven track record of delivering practical solutions. Specializing in guiding businesses through data-led digital transformation, we provide expertise in AI, Machine Learning, Web, and Mobile development, always prioritizing client satisfaction.
Pioneers in Digital Innovation: At SynergieGlobal, we're problem-solvers, committed to pushing digital boundaries.
Tailored Digital Solutions: We customize solutions to align with our clients' unique needs.
Global Insight, Local Expertise: Our team blends global insights with local expertise for world-class, relevant solutions.",IT Services and IT Consulting,,"Synergie Global, LLC
SynergieGlobal is a results-driven digital solutions firm with a proven track record of delivering practical solutions. Specializing in guiding businesses through data-led digital transformation, we provide expertise in AI, Machine Learning, Web, and Mobile development, always prioritizing client satisfaction.
Pioneers in Digital Innovation: At SynergieGlobal, we're problem-solvers, committed to pushing digital boundaries.
Tailored Digital Solutions: We customize solutions to align with our clients' unique needs.
Global Insight, Local Expertise: Our team blends global insights with local expertise for world-class, relevant solutions. IT Services and IT Consulting ",synergie global llc synergieglobal resultsdriven digital solutions firm proven track record delivering practical solutions specializing guiding businesses dataled digital transformation provide expertise ai machine learning web mobile development prioritizing client satisfaction pioneers digital innovation synergieglobal problemsolvers committed pushing digital boundaries tailored digital solutions customize solutions align clients unique needs global insight local expertise team blends global insights local expertise worldclass relevant solutions services consulting
TAG Worldwide,"TAG WORLDWIDE
We are the local partner that can help your brand across borders and cultures. With teams in 29 countries across the world, we can offer local market insight at scale, while our distributed hub model means the wheels are always turning.
Company Size: >1000 employees around the world
Experience: Over 2000 projects across 100 countries
Platforms & Partners: New Balance, DFI Group, Calvin Klein, Signature Kitchen Suite, Heineken, Unilever, Mondelez, Estée Lauder, Ralph Lauren, GSK, etc.
Services: Creative & Content Production, Digital & Managed & Platforms, Omnichannel, Strategic Sourcing, Strategy & Consulting, Technology & Experiences
 ","Media, Advertising and Entertainment","PHP
ReactJS
Laravel
Drupal
Magento
Project Manager","TAG WORLDWIDE
We are the local partner that can help your brand across borders and cultures. With teams in 29 countries across the world, we can offer local market insight at scale, while our distributed hub model means the wheels are always turning.
Company Size: >1000 employees around the world
Experience: Over 2000 projects across 100 countries
Platforms & Partners: New Balance, DFI Group, Calvin Klein, Signature Kitchen Suite, Heineken, Unilever, Mondelez, Estée Lauder, Ralph Lauren, GSK, etc.
Services: Creative & Content Production, Digital & Managed & Platforms, Omnichannel, Strategic Sourcing, Strategy & Consulting, Technology & Experiences
  Media, Advertising and Entertainment PHP
ReactJS
Laravel
Drupal
Magento
Project Manager",tag worldwide local partner help brand borders cultures teams countries world offer local market insight scale distributed hub model means wheels turning size employees world experience projects countries platforms partners new balance dfi group calvin klein signature kitchen suite heineken unilever mondelez este lauder ralph lauren gsk services creative content production digital managed platforms omnichannel strategic sourcing strategy consulting technology experiences media advertising entertainment php reactjs laravel drupal magento project manager
Taixin Printing Vina,"Công Ty TNHH Taixin Printing Vina
Công ty TNHH Taxin Printing Vina là công ty 100% vốn đầu tư của Hàn Quốc. Lĩnh vực hoạt động chính của công ty là sản xuất và in ấn sản phẩm, thẻ bảo hành, sổ tay hướng dẫn sử dụng điện thoại, điện tử... vỏ hộp, khay chứa sản phẩm điện thoại. tem nhãn...cung cấp cho các hãng điện thoại Nokia; Samsung; LG...",Publishing and Printing,,"Công Ty TNHH Taixin Printing Vina
Công ty TNHH Taxin Printing Vina là công ty 100% vốn đầu tư của Hàn Quốc. Lĩnh vực hoạt động chính của công ty là sản xuất và in ấn sản phẩm, thẻ bảo hành, sổ tay hướng dẫn sử dụng điện thoại, điện tử... vỏ hộp, khay chứa sản phẩm điện thoại. tem nhãn...cung cấp cho các hãng điện thoại Nokia; Samsung; LG... Publishing and Printing ",cng ty tnhh taixin printing vina cng ty tnhh taxin printing vina l cng ty vn u t ca hn quc lnh vc hot ng chnh ca cng ty l sn xut v n sn phm th bo hnh s tay hng dn s dng thoi t v hp khay cha sn phm thoi tem nhncung cp cho cc hng thoi nokia samsung lg publishing printing
TANAAKK,"0377667432
…",IT Services and IT Consulting,,"0377667432
… IT Services and IT Consulting ",services consulting
Techbase Vietnam,"LET'S CREATE THE INTERNET'S FUTURE TOGETHER!
TECHBASE VIỆT NAM (TBV) được thành lập vào tháng 5/2015 với vốn đầu tư 100% bởi LY CORPORATION - một công ty công nghệ hàng đầu xứ Phù Tang.
""Tên công ty của chúng tôi, Techbase Việt Nam, có nghĩa là “Công nghệ + Nền tảng + Việt Nam”. Tôi chọn cái tên này để bày tỏ mong muốn trở thành công ty phát triển phần mềm với công nghệ xuất sắc ở Việt Nam.
Do đó, mục tiêu của chúng tôi là hoạt động với tư cách là nhà Phát triển và Cung cấp Dịch vụ, hơn là công ty Gia công Phần mềm. Mặc dù khá khó khăn để xây dựng mô hình kinh doanh này ở Việt Nam, do thị trường và người dùng chính của chúng tôi ở Nhật Bản, nhưng với sự phát triển trong những năm qua và dựa vào kinh nghiệm đã có ở đất nước tuyệt vời này, chúng tôi luôn sẵn kế hoạch cho 3 năm tới và sẽ tiếp tục phát triển hơn nữa trong tương lai. Các thành viên của Techbase Việt Nam đều là những người trẻ, năng động và tài năng, vì vậy tôi rất tin tưởng rằng chúng tôi sẽ làm được.
Let's create the Internet’s future together - Hãy cùng nhau tạo ra tương lai của Internet!""
Kenichi Shirakawa - Tổng Giám Đốc TBV.",Software Development Outsourcing,"Our Key Skills
PHP
NodeJS
Java
Android
iOS","LET'S CREATE THE INTERNET'S FUTURE TOGETHER!
TECHBASE VIỆT NAM (TBV) được thành lập vào tháng 5/2015 với vốn đầu tư 100% bởi LY CORPORATION - một công ty công nghệ hàng đầu xứ Phù Tang.
""Tên công ty của chúng tôi, Techbase Việt Nam, có nghĩa là “Công nghệ + Nền tảng + Việt Nam”. Tôi chọn cái tên này để bày tỏ mong muốn trở thành công ty phát triển phần mềm với công nghệ xuất sắc ở Việt Nam.
Do đó, mục tiêu của chúng tôi là hoạt động với tư cách là nhà Phát triển và Cung cấp Dịch vụ, hơn là công ty Gia công Phần mềm. Mặc dù khá khó khăn để xây dựng mô hình kinh doanh này ở Việt Nam, do thị trường và người dùng chính của chúng tôi ở Nhật Bản, nhưng với sự phát triển trong những năm qua và dựa vào kinh nghiệm đã có ở đất nước tuyệt vời này, chúng tôi luôn sẵn kế hoạch cho 3 năm tới và sẽ tiếp tục phát triển hơn nữa trong tương lai. Các thành viên của Techbase Việt Nam đều là những người trẻ, năng động và tài năng, vì vậy tôi rất tin tưởng rằng chúng tôi sẽ làm được.
Let's create the Internet’s future together - Hãy cùng nhau tạo ra tương lai của Internet!""
Kenichi Shirakawa - Tổng Giám Đốc TBV. Software Development Outsourcing Our Key Skills
PHP
NodeJS
Java
Android
iOS",lets create internets future techbase vit nam tbv c thnh lp vo thng vi vn u t bi ly corporation mt cng ty cng ngh hng u x ph tang tn cng ty ca chng ti techbase vit nam c ngha l cng ngh nn tng vit nam ti chn ci tn ny t mong mun tr thnh cng ty pht trin phn mm vi cng ngh xut sc vit nam mc tiu ca chng ti l hot ng vi t cch l nh pht trin v cung cp dch v hn l cng ty gia cng phn mm mc d kh kh khn xy dng m hnh kinh doanh ny vit nam th trng v ngi dng chnh ca chng ti nht bn nhng vi s pht trin trong nhng nm qua v da vo kinh nghim c t nc tuyt vi ny chng ti lun sn k hoch cho nm ti v s tip tc pht trin hn na trong tng lai cc thnh vin ca techbase vit nam u l nhng ngi tr nng ng v ti nng v vy ti rt tin tng rng chng ti s lm c lets create internets future hy cng nhau ra tng lai ca internet kenichi shirakawa tng gim c tbv software development outsourcing key php nodejs java android ios
Techcombank,"Techcombank- The leading commercial bank in Vietnam
Established in 1993, Techcombank is one of the largest joint stock banks in Vietnam and a leading bank in Asia. We have more than 12,000 employees working among 315 branches nationwide and provide a wide range of financial products and services to more than 8.4 million retail and corporate customers. ""Be greater”, as it says in the brand positioning, Techcombank is dedicated and committed to bringing the best value and offering great experience to our employees. ",Banking,"Java
AWS
Agile
DevOps
Manager","Techcombank- The leading commercial bank in Vietnam
Established in 1993, Techcombank is one of the largest joint stock banks in Vietnam and a leading bank in Asia. We have more than 12,000 employees working among 315 branches nationwide and provide a wide range of financial products and services to more than 8.4 million retail and corporate customers. ""Be greater”, as it says in the brand positioning, Techcombank is dedicated and committed to bringing the best value and offering great experience to our employees.  Banking Java
AWS
Agile
DevOps
Manager",techcombank leading commercial bank vietnam established techcombank largest joint stock banks vietnam leading bank asia employees working branches nationwide provide wide range financial products services million retail corporate customers greater says brand positioning techcombank dedicated committed bringing best value offering great experience employees banking java aws agile devops manager
TechVSI,"TechVSI
We are the top software outsourcing company in Vietnam, with highly skilled in developing large scale and complex business web applications. TechVSI, a software development company, aims to use the latest web technologies to build stunning websites.",Software Development Outsourcing,,"TechVSI
We are the top software outsourcing company in Vietnam, with highly skilled in developing large scale and complex business web applications. TechVSI, a software development company, aims to use the latest web technologies to build stunning websites. Software Development Outsourcing ",techvsi software outsourcing vietnam highly skilled developing large scale complex business web applications techvsi software development aims use latest web technologies build stunning websites software development outsourcing
Teqnological Asia,"We build Fintech Mobile Apps, Webs and Services
Teqnological Asia is a software development company, a member of Finatext Holding.
Founded in 2017, with our focus on Forex, Stock, Investment, e-wallet, and many others, we have released many applications and services to the Japanese market and global market.
Teqnological Asia is a team of highly-trained developers that embrace challenges and strive to create the most value from products we have developed.
We encourage member’s collaborations, innovations, agility, high-quality outputs. ","AI, Blockchain and Deep Tech Services","Love IT, Love Technicals and Love Researching.
ReactJS
Golang
Flutter
Bridge Engineer
QA QC
Designer
We're a production company, we're developing many products by using the latest technicals. We use AWS Services, Google Cloud Services and more. Using Gilab & Backlog as the main tools for developers. We're using English in communicating with partners from Japan, UK, Malaysia, and Taiwan.","We build Fintech Mobile Apps, Webs and Services
Teqnological Asia is a software development company, a member of Finatext Holding.
Founded in 2017, with our focus on Forex, Stock, Investment, e-wallet, and many others, we have released many applications and services to the Japanese market and global market.
Teqnological Asia is a team of highly-trained developers that embrace challenges and strive to create the most value from products we have developed.
We encourage member’s collaborations, innovations, agility, high-quality outputs.  AI, Blockchain and Deep Tech Services Love IT, Love Technicals and Love Researching.
ReactJS
Golang
Flutter
Bridge Engineer
QA QC
Designer
We're a production company, we're developing many products by using the latest technicals. We use AWS Services, Google Cloud Services and more. Using Gilab & Backlog as the main tools for developers. We're using English in communicating with partners from Japan, UK, Malaysia, and Taiwan.",build fintech mobile apps webs services teqnological asia software development member finatext holding founded focus forex stock investment ewallet released applications services japanese market global market teqnological asia team highlytrained developers embrace challenges strive create value products developed encourage members collaborations innovations agility highquality outputs ai blockchain deep tech services love love technicals love researching reactjs golang flutter bridge engineer qa qc designer production developing products using latest technicals use aws services google cloud services using gilab backlog main tools developers using english communicating partners japan uk malaysia taiwan
The Access Group,"Join the Access Family and see how we make software ideas become a reality!
What are we all about?
At Access, we love software and how technology never stays the same. It's this passion that drives us to work closely across sectors to understand the business needs of our customers - from the Hospitality sector, to Manufacturing industry, to Not for Profit’s to Construction, and many more. 
We're passionate about helping our customers stay one step ahead of the challenges facing their industry and business, currently helping over 60,000 customers to have the freedom to do more. 
 ",Software Products and Web Services,"Our Key Skills
Java
ReactJS
Product Manager
JavaScript
Database
English","Join the Access Family and see how we make software ideas become a reality!
What are we all about?
At Access, we love software and how technology never stays the same. It's this passion that drives us to work closely across sectors to understand the business needs of our customers - from the Hospitality sector, to Manufacturing industry, to Not for Profit’s to Construction, and many more. 
We're passionate about helping our customers stay one step ahead of the challenges facing their industry and business, currently helping over 60,000 customers to have the freedom to do more. 
  Software Products and Web Services Our Key Skills
Java
ReactJS
Product Manager
JavaScript
Database
English",join access family make software ideas reality access love software technology stays passion drives work closely sectors understand business needs customers hospitality sector manufacturing industry profits construction passionate helping customers stay step ahead challenges facing industry business currently helping customers freedom software products web services key java reactjs product manager javascript database english
The Human Inc,"Bring your idea to the world!
Thành lập từ năm 2016, The Human là một trong những doanh nghiệp tiên phong trong lĩnh vực thuong mại điện tử tại Việt Năm. Sau 09 năm hoạt động, chúng tôi đã mở rộng tới các đối tác tại nhiều quốc gia như Singapore, Trung Quốc, Hong Kong
 Wealify - dự án trực thuộc Công ty The Human, được thiết kế để trở thành cầu nối toàn diện giữa các Công ty tại Việt Nam và đối tác quốc tế. Đây là nền tảng cung cấp giải pháp tài chính số tiên tiến.
Website: https://www.wealify.com/
Fanpage: https://www.facebook.com/wealify
Group: https://www.facebook.com/groups/wealifyvietnam",Financial Services,"NodeJS
Golang
DevOps","Bring your idea to the world!
Thành lập từ năm 2016, The Human là một trong những doanh nghiệp tiên phong trong lĩnh vực thuong mại điện tử tại Việt Năm. Sau 09 năm hoạt động, chúng tôi đã mở rộng tới các đối tác tại nhiều quốc gia như Singapore, Trung Quốc, Hong Kong
 Wealify - dự án trực thuộc Công ty The Human, được thiết kế để trở thành cầu nối toàn diện giữa các Công ty tại Việt Nam và đối tác quốc tế. Đây là nền tảng cung cấp giải pháp tài chính số tiên tiến.
Website: https://www.wealify.com/
Fanpage: https://www.facebook.com/wealify
Group: https://www.facebook.com/groups/wealifyvietnam Financial Services NodeJS
Golang
DevOps",bring idea world thnh lp t nm human l mt trong nhng doanh nghip tin phong trong lnh vc thuong mi t ti vit nm sau nm hot ng chng ti m rng ti cc tc ti nhiu quc gia nh singapore trung quc hong kong wealify d n trc thuc cng ty human c thit k tr thnh cu ni ton din gia cc cng ty ti vit nam v tc quc t y l nn tng cung cp gii php ti chnh s tin tin website httpswwwwealifycom fanpage httpswwwfacebookcomwealify group httpswwwfacebookcomgroupswealifyvietnam financial services nodejs golang devops
